"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","y"
"1",-2.10613278917658,6.22305295425766,18.3208738553572,14.9454602661487,-1.91364656646477,13.8901613981474,15.9572703179041,20.882197920773,2.48346218769289,25.5106867169321,26.2097498277596,-0.746886367096157,7.19716180721183,-5.01894968138583,0.668580523176616,19.9663900340952,4.08704879262795,10.8662791529742,-8.43437228949433,12.0945035324918,0
"2",-1.94935441730458,4.86974488444521,20.5890282332351,14.8212110782664,-0.851324288616483,11.8417289599093,17.0582928044244,20.1806847177017,1.60419803540676,25.2360798552159,25.7146244577054,-6.86563427294715,9.76243298853712,-6.39052906125275,2.48888758334088,20.172392833276,3.06608705662225,13.9139310523496,-2.04494867825345,16.3099508421508,1
"3",-5.18089657192963,4.57287121803029,22.1146604032393,14.8421767114961,1.43479507793981,13.7381688152957,12.8713152771497,22.8940942038514,-0.780933713517997,24.0656839596839,24.8664611772434,-5.51532557819262,7.14251033194722,-0.616017532482724,3.25426847645507,22.1080973818927,9.08055789876788,13.7330051734615,-1.55124686151395,16.9105295095188,1
"4",-2.3048685402331,8.79353479938598,14.310839875248,16.785985840559,-0.379871123887699,10.2078482016931,11.660549746176,18.8479577593536,-2.3136071849411,26.4776622376492,26.7065584854317,-4.79376847478588,7.96389477918957,-4.6154146994337,2.91771854511336,20.6254698958367,4.86045560885657,13.3122305951169,-3.65027003972341,13.9362784207554,1
"5",0.627419775984299,-0.509267813805216,25.7024656882126,11.1135824619475,0.455996261870114,13.0634369493618,11.2844115911875,22.7169898237488,2.8572413033835,25.8383829892641,25.0432114441562,-4.84505476191787,6.50000753535124,-1.90772024032173,5.42146970441689,23.6089232245599,4.1192005502727,13.8486273090585,-0.67629404779024,16.7047862522018,1
"6",-0.483543342469827,5.62825476632048,18.9138324827765,14.2897576592781,-3.03370805790167,14.7846158533588,14.0662329473994,19.5271666354891,-2.36486158710386,26.5237920798291,27.3634825713001,-9.00275245191278,4.98103884005081,-4.22477434021196,0.779114148085604,19.8185413485412,4.87467779266137,14.6404603483014,-4.9523122030147,14.329302221997,1
"7",-2.02953454757645,7.17465940016001,20.319728882731,14.8547550804515,3.90348812258282,13.0825860628277,12.6114879369614,21.8977604938988,0.958605420977974,23.2430692285347,24.6283960101161,-4.82544751978327,4.33401422803321,-6.75995341233832,7.15746603672254,22.6862786369961,8.62365790092871,13.2853681182324,-2.22142826992644,16.7611117618488,0
"8",-3.50793492618778,5.64487511411016,19.4591813382055,14.9439750826494,2.70329099009237,12.1063104068893,12.3974303866462,18.6656839016463,1.02399642320354,23.6819053101153,24.0510562794547,-2.7778164054427,7.47531287949462,-5.11776956324775,-0.51576345624996,20.0020167780643,3.76654943702022,11.0954215888182,-4.99790831214767,13.5954796663214,0
"9",-2.35205100619773,8.10566866735036,20.9771390502727,8.9015357031725,1.02356382843624,14.9504234645325,7.76740568433323,22.0865882394983,0.736994726986142,24.4697671925233,24.2062755067587,-1.86051944171918,6.96825671863337,-5.01117509155742,1.91570810313189,22.0153769849143,7.6755541853059,12.0724667736443,-2.91195887241894,16.1477340167445,1
"10",-1.66703531300015,2.91442234369979,18.8102410209997,13.0263276382722,-5.09013174622608,10.4732026750078,14.6753497743643,20.0792851540044,0.998322647078619,25.7836101460256,23.040452677623,-3.51492282042239,7.68324951776927,-4.65442418416716,3.84649222040084,21.2549049545766,6.53417076027694,10.9170410615255,-4.11712821981699,18.2814494631634,1
"11",-1.75829039974918,5.60717269028221,21.398887272939,13.7257200945368,1.09477201039955,14.1198952990174,16.798114856674,21.4226498190269,2.5940949759196,24.0004509533857,22.459230438201,-5.46010946440085,3.87494407130764,-0.389626255132332,-0.745221011588754,21.2106378945631,4.8840766544831,15.3299807769438,-0.716409064680413,14.816175140287,1
"12",-4.19902483291632,4.04735564248577,18.8524859367066,14.6439815670355,1.17730131380397,15.6697414022661,10.9028191431745,23.9830218648916,0.83227973862293,24.4031455371252,20.6674488090861,-4.03163188182334,10.3033909861543,-4.93059555194625,-0.342464677749216,21.0285531828642,3.21538232509187,11.7337004138353,-4.94445482401878,18.5036605569086,1
